"Emission magnitude [kgh]","Log emission magnitude [log(kgh)]","Cumulative emissions [kgh]","Cumulative aerial emissions [kgh]","Cumulative partial emissions [kgh]","Cumulative simulated emissions [kgh]","Cumulative fraction of sites Rutherford","Emission magnitude Rutherford [kgh]","Log emission magnitude Rutherford [kgh]","Cumulative emissions fraction Rutherford [%]","Cumulative emissions fraction partial [%]","Cumulative emissions fraction aerial [%]","Cumulative emissions fraction [%]","Log cumulative emissions fraction","Cumulative fraction of sites","Cumulative fraction of sites inc partial detect","Log cumulative fraction of sites","Fraction of sites emitting at or above this level","Fraction of aerial detect sites at or above this level","Cumulative fraction missed partial detect sites","Partial detection correction [%]"
0.00402179041667,-2.39746717104302,20520.34512178994600,19734.41717435265700,0.00000000000000,1110.32380473916710,,0.00393859583333,-2.40644510348065,0.05457231234657,0.00000000000000,0.96174889416115,0.99997283544970,,0.24149517009660,0.24149517009660,-0.11980124284394,0.75892482150357,,0.00000000000000,0.00000000000000
0.00404271208333,-2.39520906281467,20520.34107907785000,19734.41717435265700,0.00000000000000,1110.31984672458360,,0.00395801458333,-2.40432410584819,0.05457211778201,0.00000000000000,0.96174889416115,0.99997263676596,,0.24191516169677,0.24191516169677,-0.12004164942738,0.75850482990340,,0.00000000000000,0.00000000000000
0.00406323208333,-2.39298955358981,20520.33701584576000,19734.41717435265700,0.00000000000000,1110.31586781916670,,0.00397890541667,-2.40203782496127,0.05457192221990,0.00000000000000,0.96174889416115,0.99997243707564,,0.24233515329694,0.24233515329694,-0.12028218916319,0.75808483830323,,0.00000000000000,0.00000000000000
0.00408451208333,-2.39070634165747,20520.33293133368400,19734.41717435265700,0.00000000000000,1110.31186760416650,,0.00400021500000,-2.39975772743290,0.05457172561071,0.00000000000000,0.96174889416115,0.99997223632467,,0.24275514489710,0.24275514489710,-0.12052286219895,0.75766484670306,,0.00000000000000,0.00000000000000
0.00410920166667,-2.38811951353789,20520.32882213201000,19734.41717435265700,0.00000000000000,1110.30785081791700,,0.00401678625000,-2.39798757950232,0.05457152817370,0.00000000000000,0.96174889416115,0.99997203434982,,0.24317513649727,0.24317513649727,-0.12076366868247,0.75724485510290,,0.00000000000000,0.00000000000000
0.00413699291667,-2.38524486251875,20520.32468513911000,19734.41717435265700,0.00000000000000,1110.30381163875000,,0.00403917916667,-2.39555398668391,0.05457132963256,0.00000000000000,0.96174889416115,0.99997183102022,,0.24359512809744,0.24359512809744,-0.12100460876183,0.75682486350273,,0.00000000000000,0.00000000000000
0.00416051541667,-2.38281466041394,20520.32052462368000,19734.41717435265700,0.00000000000000,1110.29975186500060,,0.00405977375000,-2.39336458320075,0.05457113007288,0.00000000000000,0.96174889416115,0.99997162652313,,0.24401511969761,0.24401511969761,-0.12124568258534,0.75640487190256,,0.00000000000000,0.00000000000000
0.00418541500000,-2.38020913408175,20520.31633920868300,19734.41717435265700,0.00000000000000,1110.29566871375030,,0.00408315125000,-2.39085467305847,0.05457092934831,0.00000000000000,0.96174889416115,0.99997142081008,,0.24443511129778,0.24443511129778,-0.12148689030156,0.75598488030239,,0.00000000000000,0.00000000000000
0.00420781750000,-2.37794184446421,20520.31213139119000,19734.41717435265700,0.00000000000000,1110.29156575249980,,0.00410296125000,-2.38879240908624,0.05457072766048,0.00000000000000,0.96174889416115,0.99997121399544,,0.24485510289794,0.24485510289794,-0.12172823205932,0.75556488870222,,0.00000000000000,0.00000000000000
0.00422477875000,-2.37620925969257,20520.30790661243400,19734.41717435265700,0.00000000000000,1110.28743470916670,,0.00413104333333,-2.38583809813681,0.05457052459581,0.00000000000000,0.96174889416115,0.99997100634640,,0.24527509449811,0.24527509449811,-0.12196970800766,0.75514489710206,,0.00000000000000,0.00000000000000
0.00424720000000,-2.37389888370179,20520.30365941244000,19734.41717435265700,0.00000000000000,1110.28328093875000,,0.00415377041667,-2.38346374196424,0.05457032040408,0.00000000000000,0.96174889416115,0.99997079760784,,0.24569508609828,0.24569508609828,-0.12221131829590,0.75472490550189,,0.00000000000000,0.00000000000000
0.00427141291667,-2.37148277649933,20520.29938799951600,19734.41717435265700,0.00000000000000,1110.27910432500040,,0.00417661375000,-2.38108960874750,0.05457011510556,0.00000000000000,0.96174889416115,0.99997058766631,,0.24611507769845,0.24611507769845,-0.12245306307359,0.75430491390172,,0.00000000000000,0.00000000000000
0.00429510583333,-2.36912072078747,20520.29509289368400,19734.41717435265700,0.00000000000000,1110.27490889583330,,0.00419542916667,-2.37917911825131,0.05456990887872,0.00000000000000,0.96174889416115,0.99997037652969,,0.24653506929862,0.24653506929862,-0.12269494249053,0.75388492230155,,0.00000000000000,0.00000000000000
0.00431660708333,-2.36698414033994,20520.29077628659400,19734.41717435265700,0.00000000000000,1110.27069495416660,,0.00421394166667,-2.37727136074629,0.05456970174934,0.00000000000000,0.96174889416115,0.99997016433800,,0.24695506089878,0.24695506089878,-0.12293695669680,0.75346493070138,,0.00000000000000,0.00000000000000
0.00434303833333,-2.36437241863919,20520.28643324826000,19734.41717435265700,0.00000000000000,1110.26645734000000,,0.00423761416667,-2.37485372252966,0.05456949345111,0.00000000000000,0.96174889416115,0.99996995085586,,0.24737505249895,0.24737505249895,-0.12317910584269,0.75304493910122,,0.00000000000000,0.00000000000000
0.00436706541667,-2.36199400818485,20520.28206618285500,19734.41717435265700,0.00000000000000,1110.26219758625000,,0.00425975375000,-2.37263426877837,0.05456928405172,0.00000000000000,0.96174889416115,0.99996973617541,,0.24779504409912,0.24779504409912,-0.12342139007876,0.75262494750105,,0.00000000000000,0.00000000000000
0.00439279041667,-2.35947925400470,20520.27767339243300,19734.41717435265700,0.00000000000000,1110.25791572791670,,0.00428185833333,-2.37036321189482,0.05456907355896,0.00000000000000,0.96174889416115,0.99996952022514,,0.24821503569929,0.24821503569929,-0.12366380955584,0.75220495590088,,0.00000000000000,0.00000000000000
0.00441832166667,-2.35705154718775,20520.27325507077300,19734.41717435265700,0.00000000000000,1110.25360706125000,,0.00430866666667,-2.36771843138903,0.05456886172675,0.00000000000000,0.96174889416115,0.99996930303227,,0.24863502729946,0.24863502729946,-0.12390636442498,0.75178496430071,,0.00000000000000,0.00000000000000
