,Emission magnitude [kgh],Cumulative emissions fraction [%],Cumulative fraction of sites
163,0.005971272916667,0.9999415311126949,0.022573984858909997
164,0.005984142083333,0.999941120296844,0.02271163110805
165,0.005997576666667001,0.9999407085627862,0.02284927735719
166,0.006010091249999,0.9999402959740079,0.022986923606330003
167,0.006022670833333998,0.999939882520081,0.023124569855470005
168,0.006035727500000001,0.9999394681699629,0.023262216104609997
169,0.006047639166667,0.9999390529971229,0.02339986235375
170,0.006060767916666,0.9999386369217851,0.02353750860289
171,0.006073904166666999,0.999938219946752,0.023675154852030002
172,0.006086481249999,0.9999378021099641,0.023812801101170004
173,0.0060980929166680005,0.9999373834759459,0.023950447350309996
174,0.0061102108333339995,0.9999369640138971,0.024088093599449998
175,0.006122600416666001,0.9999365436985099,0.02422573984859
176,0.006133950416666,0.999936122601763,0.024363386097730002
177,0.006145764166666999,0.9999357006946369,0.024501032346870004
178,0.006157590833334001,0.9999352779749449,0.024638678596009995
179,0.006169530416667001,0.9999348544350358,0.024776324845149997
180,0.006181391666665,0.999934430074271,0.02491397109429
181,0.006192922083332999,0.999934004924623,0.025051617343429998
182,0.006204404583335,0.9999335789867381,0.025189263592570003
183,0.00621600125,0.9999331522491118,0.025326909841709995
184,0.006227237916665999,0.99993272474096,0.02546455609085
185,0.0062388958333349995,0.9999322964281921,0.02560220233999
186,0.006250996666668,0.9999318672862589,0.025739848589129997
187,0.0062619729166669994,0.9999314373876741,0.025877494838270003
188,0.006273633333331999,0.9999310066896421,0.026015141087409994
189,0.006285164166665999,0.999930575203044,0.02615278733655
190,0.006297431666665,0.9999301428738162,0.02629043358568
191,0.006309056666667,0.9999297097447059,0.026428079834820005
192,0.006321323750001,0.9999292757763781,0.026565726083959997
193,0.0063325291666680005,0.9999288410344238,0.026703372333100002
194,0.006343256666666,0.9999284055526478,0.02684101858224
195,0.0063555274999999994,0.9999279692331079,0.02697866483138
196,0.006366431666667,0.9999275321657791,0.027116311080520004
197,0.006377842916666,0.99992709431296,0.027253957329659996
198,0.006389178333332001,0.9999266556817978,0.0273916035788
199,0.006400986250000999,0.9999262162422861,0.02752924982794
200,0.0064133758333330005,0.999925775957856,0.02766689607708
201,0.006425133333333,0.9999253348717039,0.02780454232622
202,0.006436938333334999,0.999924892975941,0.02794218857536
203,0.0064489512499999995,0.999924450250212,0.0280798348245
204,0.006461057500000001,0.9999240066922119,0.028217481073639993
205,0.0064721,0.9999235623769029,0.028355127322779998
206,0.0064830700000010014,0.9999231173104601,0.02849277357192
207,0.0064950116666659995,0.999922671424262,0.02863041982106
208,0.006506526249998,0.9999222247434199,0.0287680660702
209,0.006517922499997999,0.99992177727848,0.028905712319340006
210,0.00652899,0.999921329049263,0.029043358568479997
211,0.006540483333332001,0.9999208800346551,0.02918100481762
212,0.006551937500001,0.9999204302405301,0.02931865106676001
213,0.006562635833333999,0.9999199797114681,0.0294562973159
214,0.006572330000000001,0.9999195285146201,0.02959394356503999
215,0.0065825299999989996,0.9999190766170092,0.029731589814179997
216,0.0065924499999990005,0.9999186240378,0.02986923606332
217,0.006602765833334001,0.9999181707482799,0.030006882312460008
218,0.006612459166668,0.999917716786611,0.0301445285616
